"";"LETO";"DEJAVNOST";"REGIJA";"SKUPNO"
"268";"2015";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";"Koroška";14143,69
"269";"2015";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";"Osrednjeslovenska";20194,11
"270";"2015";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";"Podravska";14536,05
"271";"2015";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";"Pomurska";14346,4
"272";"2015";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";"Posavska";14148,18
"273";"2015";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";"Primorsko-notranjska";14247,5
"274";"2015";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";"Savinjska";14513,82
"275";"2015";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";"Zasavska";14037,71
"276";"2015";"H PROMET IN SKLADIŠCENJE";"Gorenjska";22327,89
"277";"2015";"H PROMET IN SKLADIŠCENJE";"Goriška";16209,4
"278";"2015";"H PROMET IN SKLADIŠCENJE";"Jugovzhodna Slovenija";14414,13
"279";"2015";"H PROMET IN SKLADIŠCENJE";"Koroška";14572,6
"280";"2015";"H PROMET IN SKLADIŠCENJE";"Osrednjeslovenska";16945,56
"281";"2015";"H PROMET IN SKLADIŠCENJE";"Podravska";16597,93
"282";"2015";"H PROMET IN SKLADIŠCENJE";"Pomurska";13943,99
"283";"2015";"H PROMET IN SKLADIŠCENJE";"Posavska";15919,36
"284";"2015";"H PROMET IN SKLADIŠCENJE";"Primorsko-notranjska";17260,12
"285";"2015";"H PROMET IN SKLADIŠCENJE";"Savinjska";15869,45
"286";"2015";"H PROMET IN SKLADIŠCENJE";"Zasavska";15107
"287";"2015";"I GOSTINSTVO";"Gorenjska";12672,77
"288";"2015";"I GOSTINSTVO";"Goriška";13369,9
"289";"2015";"I GOSTINSTVO";"Jugovzhodna Slovenija";14201,38
"290";"2015";"I GOSTINSTVO";"Koroška";11347,47
"291";"2015";"I GOSTINSTVO";"Osrednjeslovenska";12696,9
"292";"2015";"I GOSTINSTVO";"Podravska";11074,79
"293";"2015";"I GOSTINSTVO";"Pomurska";12427,53
"294";"2015";"I GOSTINSTVO";"Posavska";11085,71
"295";"2015";"I GOSTINSTVO";"Primorsko-notranjska";12989,45
"296";"2015";"I GOSTINSTVO";"Savinjska";13450,76
"297";"2015";"I GOSTINSTVO";"Zasavska";7975,76
"298";"2015";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Gorenjska";23464,04
"299";"2015";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Goriška";22659,73
"300";"2015";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Jugovzhodna Slovenija";19763,1
"301";"2015";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Koroška";17961,36
"302";"2015";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Osrednjeslovenska";26704,18
"303";"2015";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Podravska";21601,83
"304";"2015";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Pomurska";20433,71
"305";"2015";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Posavska";19247,82
"306";"2015";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Primorsko-notranjska";18774,5
"307";"2015";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Savinjska";20749,95
"308";"2015";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Zasavska";19764,51
"309";"2015";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Gorenjska";24551,9
"310";"2015";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Goriška";23176,71
"311";"2015";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Jugovzhodna Slovenija";23430,14
"312";"2015";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Koroška";22613,9
"313";"2015";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Osrednjeslovenska";29393,38
"314";"2015";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Podravska";24710,41
"315";"2015";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Pomurska";22668,6
"316";"2015";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Posavska";26762,86
"317";"2015";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Primorsko-notranjska";22060,46
"318";"2015";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Savinjska";23739,87
"319";"2015";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Zasavska";22095,79
"320";"2015";"L POSLOVANJE Z NEPREMICNINAMI";"Gorenjska";16206,14
"321";"2015";"L POSLOVANJE Z NEPREMICNINAMI";"Goriška";13793,69
"322";"2015";"L POSLOVANJE Z NEPREMICNINAMI";"Jugovzhodna Slovenija";20203,44
"323";"2015";"L POSLOVANJE Z NEPREMICNINAMI";"Koroška";17979,78
"324";"2015";"L POSLOVANJE Z NEPREMICNINAMI";"Osrednjeslovenska";18156,99
"325";"2015";"L POSLOVANJE Z NEPREMICNINAMI";"Podravska";17216,8
"326";"2015";"L POSLOVANJE Z NEPREMICNINAMI";"Pomurska";18277,87
"327";"2015";"L POSLOVANJE Z NEPREMICNINAMI";"Posavska";18274,17
"328";"2015";"L POSLOVANJE Z NEPREMICNINAMI";"Primorsko-notranjska";12042,61
"329";"2015";"L POSLOVANJE Z NEPREMICNINAMI";"Savinjska";20287,86
"330";"2015";"L POSLOVANJE Z NEPREMICNINAMI";"Zasavska";22015,78
"331";"2015";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Gorenjska";19107,67
"332";"2015";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Goriška";21489,68
"333";"2015";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Jugovzhodna Slovenija";27201,83
"334";"2015";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Koroška";17879,95
"335";"2015";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Osrednjeslovenska";21870,84
"336";"2015";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Podravska";18343,88
"337";"2015";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Pomurska";16683,46
"338";"2015";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Posavska";17869,46
"339";"2015";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Primorsko-notranjska";17282,08
"340";"2015";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Savinjska";17615,47
"341";"2015";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Zasavska";18203,99
"342";"2015";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Gorenjska";11122,83
"343";"2015";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Goriška";12165,54
"344";"2015";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Jugovzhodna Slovenija";13081,87
"345";"2015";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Koroška";15289,69
"346";"2015";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Osrednjeslovenska";12298,92
"347";"2015";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Podravska";12194,93
"348";"2015";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Pomurska";12080,99
"349";"2015";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Posavska";11086,19
"350";"2015";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Primorsko-notranjska";16708,82
"351";"2015";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Savinjska";11574,78
"352";"2015";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Zasavska";11869,91
"353";"2015";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Gorenjska";19804,1
"354";"2015";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Goriška";20671,43
"355";"2015";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Jugovzhodna Slovenija";20244,56
"356";"2015";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Koroška";20291,01
"357";"2015";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Osrednjeslovenska";22659,45
"358";"2015";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Podravska";20053,84
"359";"2015";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Pomurska";20084,36
"360";"2015";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Posavska";19705,25
"361";"2015";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Primorsko-notranjska";18639,13
"362";"2015";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Savinjska";20013,57
"363";"2015";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Zasavska";19391,75
"364";"2015";"P IZOBRAŽEVANJE";"Gorenjska";19131,45
"365";"2015";"P IZOBRAŽEVANJE";"Goriška";18707,51
"366";"2015";"P IZOBRAŽEVANJE";"Jugovzhodna Slovenija";18453,55
"367";"2015";"P IZOBRAŽEVANJE";"Koroška";18980,45
"368";"2015";"P IZOBRAŽEVANJE";"Osrednjeslovenska";20905,6
"369";"2015";"P IZOBRAŽEVANJE";"Podravska";20058,68
"370";"2015";"P IZOBRAŽEVANJE";"Pomurska";18980,36
"371";"2015";"P IZOBRAŽEVANJE";"Posavska";18420,02
"372";"2015";"P IZOBRAŽEVANJE";"Primorsko-notranjska";18717,42
"373";"2015";"P IZOBRAŽEVANJE";"Savinjska";19147,12
"374";"2015";"P IZOBRAŽEVANJE";"Zasavska";18452,09
"375";"2015";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Gorenjska";20141,52
"376";"2015";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Goriška";19580,21
"377";"2015";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Jugovzhodna Slovenija";20152,06
"378";"2015";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Koroška";20180,37
"379";"2015";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Osrednjeslovenska";21455,36
"380";"2015";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Podravska";20321,95
"381";"2015";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Pomurska";19403,77
"382";"2015";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Posavska";19256,92
"383";"2015";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Primorsko-notranjska";18751,84
"384";"2015";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Savinjska";19958,3
"385";"2015";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Zasavska";19473,38
"386";"2015";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Gorenjska";18182,16
"387";"2015";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Goriška";20825,92
"388";"2015";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Jugovzhodna Slovenija";16988,6
"389";"2015";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Koroška";15902,5
"390";"2015";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Osrednjeslovenska";20604,67
"391";"2015";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Podravska";18776,7
"392";"2015";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Pomurska";16502,65
"393";"2015";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Posavska";16159,6
"394";"2015";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Primorsko-notranjska";15981,87
"395";"2015";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Savinjska";16738,32
"396";"2015";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Zasavska";15824,5
"397";"2016";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";"Gorenjska";15221,94
"398";"2016";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";"Goriška";17487,78
"399";"2016";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";"Jugovzhodna Slovenija";18418,52
"400";"2016";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";"Koroška";13125,41
"401";"2016";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";"Osrednjeslovenska";15870,1
"402";"2016";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";"Podravska";14715,53
"403";"2016";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";"Pomurska";14944,87
"404";"2016";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";"Posavska";13788,46
"405";"2016";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";"Primorsko-notranjska";18345,01
"406";"2016";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";"Savinjska";14908,55
"407";"2016";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";"Zasavska";9118,35
"408";"2016";"B RUDARSTVO";"Gorenjska";NA
"409";"2016";"B RUDARSTVO";"Goriška";NA
"410";"2016";"B RUDARSTVO";"Jugovzhodna Slovenija";NA
"411";"2016";"B RUDARSTVO";"Koroška";17467,84
"412";"2016";"B RUDARSTVO";"Osrednjeslovenska";25654,36
"413";"2016";"B RUDARSTVO";"Podravska";12512,59
"414";"2016";"B RUDARSTVO";"Pomurska";16100,12
"415";"2016";"B RUDARSTVO";"Posavska";NA
"416";"2016";"B RUDARSTVO";"Primorsko-notranjska";NA
"417";"2016";"B RUDARSTVO";"Savinjska";27127,8
"418";"2016";"B RUDARSTVO";"Zasavska";25778,36
"419";"2016";"C PREDELOVALNE DEJAVNOSTI";"Gorenjska";19399,63
"420";"2016";"C PREDELOVALNE DEJAVNOSTI";"Goriška";17591,19
"421";"2016";"C PREDELOVALNE DEJAVNOSTI";"Jugovzhodna Slovenija";20419,44
"422";"2016";"C PREDELOVALNE DEJAVNOSTI";"Koroška";17985,54
"423";"2016";"C PREDELOVALNE DEJAVNOSTI";"Osrednjeslovenska";22099,62
"424";"2016";"C PREDELOVALNE DEJAVNOSTI";"Podravska";16187,72
"425";"2016";"C PREDELOVALNE DEJAVNOSTI";"Pomurska";16179,65
"426";"2016";"C PREDELOVALNE DEJAVNOSTI";"Posavska";16755,81
"427";"2016";"C PREDELOVALNE DEJAVNOSTI";"Primorsko-notranjska";15971,49
"428";"2016";"C PREDELOVALNE DEJAVNOSTI";"Savinjska";17343,61
"429";"2016";"C PREDELOVALNE DEJAVNOSTI";"Zasavska";16341,56
"430";"2016";"D OSKRBA Z ELEKTRICNO ENERGIJO, PLINOM IN PARO";"Gorenjska";26272,76
"431";"2016";"D OSKRBA Z ELEKTRICNO ENERGIJO, PLINOM IN PARO";"Goriška";26823,01
"432";"2016";"D OSKRBA Z ELEKTRICNO ENERGIJO, PLINOM IN PARO";"Jugovzhodna Slovenija";31310,05
"433";"2016";"D OSKRBA Z ELEKTRICNO ENERGIJO, PLINOM IN PARO";"Koroška";23408,99
"434";"2016";"D OSKRBA Z ELEKTRICNO ENERGIJO, PLINOM IN PARO";"Osrednjeslovenska";29844,51
"435";"2016";"D OSKRBA Z ELEKTRICNO ENERGIJO, PLINOM IN PARO";"Podravska";26847,96
"436";"2016";"D OSKRBA Z ELEKTRICNO ENERGIJO, PLINOM IN PARO";"Pomurska";20508,79
"437";"2016";"D OSKRBA Z ELEKTRICNO ENERGIJO, PLINOM IN PARO";"Posavska";35157,36
"438";"2016";"D OSKRBA Z ELEKTRICNO ENERGIJO, PLINOM IN PARO";"Primorsko-notranjska";21249,72
"439";"2016";"D OSKRBA Z ELEKTRICNO ENERGIJO, PLINOM IN PARO";"Savinjska";25366,98
"440";"2016";"D OSKRBA Z ELEKTRICNO ENERGIJO, PLINOM IN PARO";"Zasavska";22819,3
"441";"2016";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";"Gorenjska";18833,02
"442";"2016";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";"Goriška";18805,25
"443";"2016";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";"Jugovzhodna Slovenija";18836,75
"444";"2016";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";"Koroška";16570,16
"445";"2016";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";"Osrednjeslovenska";19318,83
"446";"2016";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";"Podravska";18109,44
"447";"2016";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";"Pomurska";16427,79
"448";"2016";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";"Posavska";14934,53
"449";"2016";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";"Primorsko-notranjska";19730,31
"450";"2016";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";"Savinjska";18669,34
"451";"2016";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";"Zasavska";16967,45
"452";"2016";"F GRADBENIŠTVO";"Gorenjska";14325,74
"453";"2016";"F GRADBENIŠTVO";"Goriška";15403,67
"454";"2016";"F GRADBENIŠTVO";"Jugovzhodna Slovenija";15131,72
"455";"2016";"F GRADBENIŠTVO";"Koroška";15967,01
"456";"2016";"F GRADBENIŠTVO";"Osrednjeslovenska";14611,93
"457";"2016";"F GRADBENIŠTVO";"Podravska";13788,42
"458";"2016";"F GRADBENIŠTVO";"Pomurska";15974,91
"459";"2016";"F GRADBENIŠTVO";"Posavska";13623,37
"460";"2016";"F GRADBENIŠTVO";"Primorsko-notranjska";14645,26
"461";"2016";"F GRADBENIŠTVO";"Savinjska";13833,54
"462";"2016";"F GRADBENIŠTVO";"Zasavska";13817,91
"463";"2016";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";"Gorenjska";15816,42
"464";"2016";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";"Goriška";15403,13
"465";"2016";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";"Jugovzhodna Slovenija";14520,83
"466";"2016";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";"Koroška";14479,63
"467";"2016";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";"Osrednjeslovenska";20436,98
"468";"2016";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";"Podravska";14784,02
"469";"2016";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";"Pomurska";14683,21
"470";"2016";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";"Posavska";14513,64
"471";"2016";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";"Primorsko-notranjska";14550,58
"472";"2016";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";"Savinjska";14886,8
"473";"2016";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";"Zasavska";14117,9
"474";"2016";"H PROMET IN SKLADIŠCENJE";"Gorenjska";22109,35
"475";"2016";"H PROMET IN SKLADIŠCENJE";"Goriška";16318,06
"476";"2016";"H PROMET IN SKLADIŠCENJE";"Jugovzhodna Slovenija";13986,99
"477";"2016";"H PROMET IN SKLADIŠCENJE";"Koroška";14512,44
"478";"2016";"H PROMET IN SKLADIŠCENJE";"Osrednjeslovenska";16792,54
"479";"2016";"H PROMET IN SKLADIŠCENJE";"Podravska";16513,4
"480";"2016";"H PROMET IN SKLADIŠCENJE";"Pomurska";14150,29
"481";"2016";"H PROMET IN SKLADIŠCENJE";"Posavska";15503,05
"482";"2016";"H PROMET IN SKLADIŠCENJE";"Primorsko-notranjska";16858,1
"483";"2016";"H PROMET IN SKLADIŠCENJE";"Savinjska";15863,56
"484";"2016";"H PROMET IN SKLADIŠCENJE";"Zasavska";14555,44
"485";"2016";"I GOSTINSTVO";"Gorenjska";13047,34
"486";"2016";"I GOSTINSTVO";"Goriška";13825,9
"487";"2016";"I GOSTINSTVO";"Jugovzhodna Slovenija";14667,79
"488";"2016";"I GOSTINSTVO";"Koroška";11750,41
"489";"2016";"I GOSTINSTVO";"Osrednjeslovenska";12785,5
"490";"2016";"I GOSTINSTVO";"Podravska";11172,4
"491";"2016";"I GOSTINSTVO";"Pomurska";12552,25
"492";"2016";"I GOSTINSTVO";"Posavska";11187,43
"493";"2016";"I GOSTINSTVO";"Primorsko-notranjska";11985,25
"494";"2016";"I GOSTINSTVO";"Savinjska";13628,78
"495";"2016";"I GOSTINSTVO";"Zasavska";7986,53
"496";"2016";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Gorenjska";23746,23
"497";"2016";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Goriška";23427,87
"498";"2016";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Jugovzhodna Slovenija";20047,2
"499";"2016";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Koroška";18826,64
"500";"2016";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Osrednjeslovenska";26728,78
"501";"2016";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Podravska";22165,55
"502";"2016";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Pomurska";20201,25
"503";"2016";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Posavska";17919,26
"504";"2016";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Primorsko-notranjska";19463,42
"505";"2016";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Savinjska";20972,18
"506";"2016";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Zasavska";20433,54
"507";"2016";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Gorenjska";25243,1
"508";"2016";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Goriška";24146,05
"509";"2016";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Jugovzhodna Slovenija";23069,35
"510";"2016";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Koroška";22429,53
"511";"2016";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Osrednjeslovenska";29790,76
"512";"2016";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Podravska";25040,7
"513";"2016";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Pomurska";23093,31
"514";"2016";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Posavska";26685,48
"515";"2016";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Primorsko-notranjska";22752,06
"516";"2016";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Savinjska";22986,87
"517";"2016";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Zasavska";23137,46
"518";"2016";"L POSLOVANJE Z NEPREMICNINAMI";"Gorenjska";16444,44
"519";"2016";"L POSLOVANJE Z NEPREMICNINAMI";"Goriška";13323,93
"520";"2016";"L POSLOVANJE Z NEPREMICNINAMI";"Jugovzhodna Slovenija";19412,76
"521";"2016";"L POSLOVANJE Z NEPREMICNINAMI";"Koroška";18592,38
"522";"2016";"L POSLOVANJE Z NEPREMICNINAMI";"Osrednjeslovenska";18297,49
"523";"2016";"L POSLOVANJE Z NEPREMICNINAMI";"Podravska";17425,15
"524";"2016";"L POSLOVANJE Z NEPREMICNINAMI";"Pomurska";20068,38
"525";"2016";"L POSLOVANJE Z NEPREMICNINAMI";"Posavska";18497,45
"526";"2016";"L POSLOVANJE Z NEPREMICNINAMI";"Primorsko-notranjska";11657,26
"527";"2016";"L POSLOVANJE Z NEPREMICNINAMI";"Savinjska";19570,1
"528";"2016";"L POSLOVANJE Z NEPREMICNINAMI";"Zasavska";20204,76
"529";"2016";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Gorenjska";18927,65
"530";"2016";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Goriška";21625,79
"531";"2016";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Jugovzhodna Slovenija";26718,44
"532";"2016";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Koroška";17650,99
"533";"2016";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Osrednjeslovenska";22274,57
"534";"2016";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Podravska";18302,6
"535";"2016";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Pomurska";16003,38
"536";"2016";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Posavska";17992,04
"537";"2016";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Primorsko-notranjska";16494,59
"538";"2016";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Savinjska";17327,71
