"";"LETO";"DEJAVNOST";"REGIJA";"SKUPNO"
"539";"2016";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Zasavska";17747,22
"540";"2016";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Gorenjska";11665,38
"541";"2016";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Goriška";11621,9
"542";"2016";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Jugovzhodna Slovenija";13836,23
"543";"2016";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Koroška";15151,85
"544";"2016";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Osrednjeslovenska";12659,07
"545";"2016";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Podravska";12796,73
"546";"2016";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Pomurska";12298,74
"547";"2016";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Posavska";11170,52
"548";"2016";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Primorsko-notranjska";16286,83
"549";"2016";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Savinjska";11714,5
"550";"2016";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Zasavska";13478,38
"551";"2016";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Gorenjska";20751,47
"552";"2016";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Goriška";21455,05
"553";"2016";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Jugovzhodna Slovenija";21206,96
"554";"2016";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Koroška";21434,42
"555";"2016";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Osrednjeslovenska";23742,23
"556";"2016";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Podravska";20900,44
"557";"2016";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Pomurska";20878,58
"558";"2016";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Posavska";20699,34
"559";"2016";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Primorsko-notranjska";19571,18
"560";"2016";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Savinjska";20877
"561";"2016";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Zasavska";20421,33
"562";"2016";"P IZOBRAŽEVANJE";"Gorenjska";19458,95
"563";"2016";"P IZOBRAŽEVANJE";"Goriška";19212,06
"564";"2016";"P IZOBRAŽEVANJE";"Jugovzhodna Slovenija";18847,85
"565";"2016";"P IZOBRAŽEVANJE";"Koroška";19702,74
"566";"2016";"P IZOBRAŽEVANJE";"Osrednjeslovenska";21328,85
"567";"2016";"P IZOBRAŽEVANJE";"Podravska";20687,44
"568";"2016";"P IZOBRAŽEVANJE";"Pomurska";19609,93
"569";"2016";"P IZOBRAŽEVANJE";"Posavska";19061,06
"570";"2016";"P IZOBRAŽEVANJE";"Primorsko-notranjska";18846,94
"571";"2016";"P IZOBRAŽEVANJE";"Savinjska";19647,19
"572";"2016";"P IZOBRAŽEVANJE";"Zasavska";19072,27
"573";"2016";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Gorenjska";20896,11
"574";"2016";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Goriška";20168,04
"575";"2016";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Jugovzhodna Slovenija";20821,88
"576";"2016";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Koroška";20919,76
"577";"2016";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Osrednjeslovenska";22096,68
"578";"2016";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Podravska";20918,19
"579";"2016";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Pomurska";20008,71
"580";"2016";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Posavska";19968,12
"581";"2016";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Primorsko-notranjska";19182,52
"582";"2016";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Savinjska";20507,74
"583";"2016";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Zasavska";19991,73
"584";"2016";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Gorenjska";18317,39
"585";"2016";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Goriška";21471,26
"586";"2016";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Jugovzhodna Slovenija";17261,8
"587";"2016";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Koroška";16680,95
"588";"2016";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Osrednjeslovenska";21207,98
"589";"2016";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Podravska";19407,67
"590";"2016";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Pomurska";16513,93
"591";"2016";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Posavska";16325,91
"592";"2016";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Primorsko-notranjska";17583,11
"593";"2016";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Savinjska";16344,58
"594";"2016";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Zasavska";16127,58
"595";"2017";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";"Gorenjska";16652,68
"596";"2017";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";"Goriška";17496,37
"597";"2017";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";"Jugovzhodna Slovenija";18702,5
"598";"2017";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";"Koroška";12584,81
"599";"2017";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";"Osrednjeslovenska";16355,32
"600";"2017";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";"Podravska";14369
"601";"2017";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";"Pomurska";14867,94
"602";"2017";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";"Posavska";14191,83
"603";"2017";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";"Primorsko-notranjska";16445,05
"604";"2017";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";"Savinjska";14754,83
"605";"2017";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";"Zasavska";8461,87
"606";"2017";"B RUDARSTVO";"Gorenjska";NA
"607";"2017";"B RUDARSTVO";"Goriška";NA
"608";"2017";"B RUDARSTVO";"Jugovzhodna Slovenija";20833,96
"609";"2017";"B RUDARSTVO";"Koroška";18219,54
"610";"2017";"B RUDARSTVO";"Osrednjeslovenska";25344,98
"611";"2017";"B RUDARSTVO";"Podravska";12429,97
"612";"2017";"B RUDARSTVO";"Pomurska";16882,33
"613";"2017";"B RUDARSTVO";"Posavska";NA
"614";"2017";"B RUDARSTVO";"Primorsko-notranjska";NA
"615";"2017";"B RUDARSTVO";"Savinjska";27416,71
"616";"2017";"B RUDARSTVO";"Zasavska";NA
"617";"2017";"C PREDELOVALNE DEJAVNOSTI";"Gorenjska";19968,25
"618";"2017";"C PREDELOVALNE DEJAVNOSTI";"Goriška";18214,05
"619";"2017";"C PREDELOVALNE DEJAVNOSTI";"Jugovzhodna Slovenija";20801
"620";"2017";"C PREDELOVALNE DEJAVNOSTI";"Koroška";18515,81
"621";"2017";"C PREDELOVALNE DEJAVNOSTI";"Osrednjeslovenska";22582,46
"622";"2017";"C PREDELOVALNE DEJAVNOSTI";"Podravska";16761,46
"623";"2017";"C PREDELOVALNE DEJAVNOSTI";"Pomurska";16782,89
"624";"2017";"C PREDELOVALNE DEJAVNOSTI";"Posavska";17497,31
"625";"2017";"C PREDELOVALNE DEJAVNOSTI";"Primorsko-notranjska";16662,15
"626";"2017";"C PREDELOVALNE DEJAVNOSTI";"Savinjska";18093,67
"627";"2017";"C PREDELOVALNE DEJAVNOSTI";"Zasavska";16932,27
"628";"2017";"D OSKRBA Z ELEKTRICNO ENERGIJO, PLINOM IN PARO";"Gorenjska";26931,16
"629";"2017";"D OSKRBA Z ELEKTRICNO ENERGIJO, PLINOM IN PARO";"Goriška";28488,89
"630";"2017";"D OSKRBA Z ELEKTRICNO ENERGIJO, PLINOM IN PARO";"Jugovzhodna Slovenija";32020,8
"631";"2017";"D OSKRBA Z ELEKTRICNO ENERGIJO, PLINOM IN PARO";"Koroška";24199,94
"632";"2017";"D OSKRBA Z ELEKTRICNO ENERGIJO, PLINOM IN PARO";"Osrednjeslovenska";31494,11
"633";"2017";"D OSKRBA Z ELEKTRICNO ENERGIJO, PLINOM IN PARO";"Podravska";27796,56
"634";"2017";"D OSKRBA Z ELEKTRICNO ENERGIJO, PLINOM IN PARO";"Pomurska";20977,45
"635";"2017";"D OSKRBA Z ELEKTRICNO ENERGIJO, PLINOM IN PARO";"Posavska";36804,08
"636";"2017";"D OSKRBA Z ELEKTRICNO ENERGIJO, PLINOM IN PARO";"Primorsko-notranjska";13331,93
"637";"2017";"D OSKRBA Z ELEKTRICNO ENERGIJO, PLINOM IN PARO";"Savinjska";25804,62
"638";"2017";"D OSKRBA Z ELEKTRICNO ENERGIJO, PLINOM IN PARO";"Zasavska";22022,4
"639";"2017";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";"Gorenjska";19204,15
"640";"2017";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";"Goriška";19124,14
"641";"2017";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";"Jugovzhodna Slovenija";19770,34
"642";"2017";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";"Koroška";16900,3
"643";"2017";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";"Osrednjeslovenska";19876,82
"644";"2017";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";"Podravska";18948,07
"645";"2017";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";"Pomurska";17332,77
"646";"2017";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";"Posavska";16250,74
"647";"2017";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";"Primorsko-notranjska";20229,32
"648";"2017";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";"Savinjska";19024,14
"649";"2017";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";"Zasavska";17588,73
"650";"2017";"F GRADBENIŠTVO";"Gorenjska";14720,87
"651";"2017";"F GRADBENIŠTVO";"Goriška";15997,23
"652";"2017";"F GRADBENIŠTVO";"Jugovzhodna Slovenija";15415,43
"653";"2017";"F GRADBENIŠTVO";"Koroška";16058,34
"654";"2017";"F GRADBENIŠTVO";"Osrednjeslovenska";14967,55
"655";"2017";"F GRADBENIŠTVO";"Podravska";14048,21
"656";"2017";"F GRADBENIŠTVO";"Pomurska";16222,18
"657";"2017";"F GRADBENIŠTVO";"Posavska";14134,22
"658";"2017";"F GRADBENIŠTVO";"Primorsko-notranjska";15361,28
"659";"2017";"F GRADBENIŠTVO";"Savinjska";14337,53
"660";"2017";"F GRADBENIŠTVO";"Zasavska";14878,14
"661";"2017";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";"Gorenjska";16431,97
"662";"2017";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";"Goriška";15794,46
"663";"2017";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";"Jugovzhodna Slovenija";14916,51
"664";"2017";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";"Koroška";15529,09
"665";"2017";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";"Osrednjeslovenska";21049,58
"666";"2017";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";"Podravska";15295,82
"667";"2017";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";"Pomurska";15173,84
"668";"2017";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";"Posavska";15027,12
"669";"2017";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";"Primorsko-notranjska";15402,49
"670";"2017";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";"Savinjska";15247,26
"671";"2017";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";"Zasavska";14546,25
"672";"2017";"H PROMET IN SKLADIŠCENJE";"Gorenjska";22351,4
"673";"2017";"H PROMET IN SKLADIŠCENJE";"Goriška";16763,06
"674";"2017";"H PROMET IN SKLADIŠCENJE";"Jugovzhodna Slovenija";14185,87
"675";"2017";"H PROMET IN SKLADIŠCENJE";"Koroška";14852
"676";"2017";"H PROMET IN SKLADIŠCENJE";"Osrednjeslovenska";17139,88
"677";"2017";"H PROMET IN SKLADIŠCENJE";"Podravska";16787,47
"678";"2017";"H PROMET IN SKLADIŠCENJE";"Pomurska";14858,01
"679";"2017";"H PROMET IN SKLADIŠCENJE";"Posavska";15872,26
"680";"2017";"H PROMET IN SKLADIŠCENJE";"Primorsko-notranjska";17858,61
"681";"2017";"H PROMET IN SKLADIŠCENJE";"Savinjska";15836,16
"682";"2017";"H PROMET IN SKLADIŠCENJE";"Zasavska";14081,27
"683";"2017";"I GOSTINSTVO";"Gorenjska";13560,74
"684";"2017";"I GOSTINSTVO";"Goriška";14120,5
"685";"2017";"I GOSTINSTVO";"Jugovzhodna Slovenija";14957,91
"686";"2017";"I GOSTINSTVO";"Koroška";12561,05
"687";"2017";"I GOSTINSTVO";"Osrednjeslovenska";13103,29
"688";"2017";"I GOSTINSTVO";"Podravska";11678,09
"689";"2017";"I GOSTINSTVO";"Pomurska";12935,2
"690";"2017";"I GOSTINSTVO";"Posavska";11569,86
"691";"2017";"I GOSTINSTVO";"Primorsko-notranjska";12507,14
"692";"2017";"I GOSTINSTVO";"Savinjska";13789,92
"693";"2017";"I GOSTINSTVO";"Zasavska";9064,65
"694";"2017";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Gorenjska";24352,25
"695";"2017";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Goriška";24045,37
"696";"2017";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Jugovzhodna Slovenija";21346,77
"697";"2017";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Koroška";20256,1
"698";"2017";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Osrednjeslovenska";27446,28
"699";"2017";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Podravska";22543,2
"700";"2017";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Pomurska";20213,95
"701";"2017";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Posavska";17654,68
"702";"2017";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Primorsko-notranjska";20204,46
"703";"2017";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Savinjska";21047,4
"704";"2017";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Zasavska";21661,13
"705";"2017";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Gorenjska";25632,61
"706";"2017";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Goriška";25301,45
"707";"2017";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Jugovzhodna Slovenija";23698,69
"708";"2017";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Koroška";23441,36
"709";"2017";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Osrednjeslovenska";30491,01
"710";"2017";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Podravska";26905,61
"711";"2017";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Pomurska";24341,07
"712";"2017";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Posavska";25509,06
"713";"2017";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Primorsko-notranjska";24010,29
"714";"2017";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Savinjska";23789,53
"715";"2017";"K FINANCNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Zasavska";23860,21
"716";"2017";"L POSLOVANJE Z NEPREMICNINAMI";"Gorenjska";16966,88
"717";"2017";"L POSLOVANJE Z NEPREMICNINAMI";"Goriška";13551,2
"718";"2017";"L POSLOVANJE Z NEPREMICNINAMI";"Jugovzhodna Slovenija";16551,24
"719";"2017";"L POSLOVANJE Z NEPREMICNINAMI";"Koroška";19442,91
"720";"2017";"L POSLOVANJE Z NEPREMICNINAMI";"Osrednjeslovenska";18871,89
"721";"2017";"L POSLOVANJE Z NEPREMICNINAMI";"Podravska";18043,72
"722";"2017";"L POSLOVANJE Z NEPREMICNINAMI";"Pomurska";20683,48
"723";"2017";"L POSLOVANJE Z NEPREMICNINAMI";"Posavska";20599,96
"724";"2017";"L POSLOVANJE Z NEPREMICNINAMI";"Primorsko-notranjska";12009,28
"725";"2017";"L POSLOVANJE Z NEPREMICNINAMI";"Savinjska";19307,22
"726";"2017";"L POSLOVANJE Z NEPREMICNINAMI";"Zasavska";20761,15
"727";"2017";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Gorenjska";20068,02
"728";"2017";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Goriška";21850,49
"729";"2017";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Jugovzhodna Slovenija";27023,9
"730";"2017";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Koroška";18261,9
"731";"2017";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Osrednjeslovenska";23164,8
"732";"2017";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Podravska";19211,18
"733";"2017";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Pomurska";16071,8
"734";"2017";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Posavska";18350,25
"735";"2017";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Primorsko-notranjska";16750,86
"736";"2017";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Savinjska";18294
"737";"2017";"M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI";"Zasavska";18671,09
"738";"2017";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Gorenjska";12627,14
"739";"2017";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Goriška";12135,85
"740";"2017";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Jugovzhodna Slovenija";13828,66
"741";"2017";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Koroška";15133,34
"742";"2017";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Osrednjeslovenska";13046,24
"743";"2017";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Podravska";12947,71
"744";"2017";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Pomurska";13601,4
"745";"2017";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Posavska";11859,32
"746";"2017";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Primorsko-notranjska";14045,38
"747";"2017";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Savinjska";11852,14
"748";"2017";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Zasavska";13656,27
"749";"2017";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Gorenjska";21485,5
"750";"2017";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Goriška";22135,31
"751";"2017";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Jugovzhodna Slovenija";21947,47
"752";"2017";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Koroška";22053,75
"753";"2017";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Osrednjeslovenska";24728,84
"754";"2017";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Podravska";21735,56
"755";"2017";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Pomurska";21715,02
"756";"2017";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Posavska";21255,31
"757";"2017";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Primorsko-notranjska";20604,04
"758";"2017";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Savinjska";21714,1
"759";"2017";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";"Zasavska";20996,5
"760";"2017";"P IZOBRAŽEVANJE";"Gorenjska";19883,33
"761";"2017";"P IZOBRAŽEVANJE";"Goriška";19397,17
"762";"2017";"P IZOBRAŽEVANJE";"Jugovzhodna Slovenija";19179,33
"763";"2017";"P IZOBRAŽEVANJE";"Koroška";19984,28
"764";"2017";"P IZOBRAŽEVANJE";"Osrednjeslovenska";21686,59
"765";"2017";"P IZOBRAŽEVANJE";"Podravska";21146,94
"766";"2017";"P IZOBRAŽEVANJE";"Pomurska";19971,65
"767";"2017";"P IZOBRAŽEVANJE";"Posavska";19326,5
"768";"2017";"P IZOBRAŽEVANJE";"Primorsko-notranjska";19095,84
"769";"2017";"P IZOBRAŽEVANJE";"Savinjska";19918,05
"770";"2017";"P IZOBRAŽEVANJE";"Zasavska";19389,84
"771";"2017";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Gorenjska";21705,94
"772";"2017";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Goriška";20753,83
"773";"2017";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Jugovzhodna Slovenija";21620,6
"774";"2017";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Koroška";21447,71
"775";"2017";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Osrednjeslovenska";22696,2
"776";"2017";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Podravska";21773,31
"777";"2017";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Pomurska";20618,18
"778";"2017";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Posavska";20617,68
"779";"2017";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Primorsko-notranjska";19782,48
"780";"2017";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Savinjska";20985,24
"781";"2017";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";"Zasavska";20293,24
"782";"2017";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Gorenjska";19297,94
"783";"2017";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Goriška";21548,05
"784";"2017";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Jugovzhodna Slovenija";17556,73
"785";"2017";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Koroška";17564,55
"786";"2017";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Osrednjeslovenska";21307,08
"787";"2017";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Podravska";20203,96
"788";"2017";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Pomurska";16823,1
"789";"2017";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Posavska";16899,09
"790";"2017";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Primorsko-notranjska";18256,2
"791";"2017";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Savinjska";17353,19
"792";"2017";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";"Zasavska";16930,95
"793";"2018";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";"Gorenjska";17652,16
"794";"2018";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";"Goriška";18758,48
"795";"2018";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";"Jugovzhodna Slovenija";19661,56
"796";"2018";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";"Koroška";12607,8
"797";"2018";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";"Osrednjeslovenska";17514,13
"798";"2018";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";"Podravska";14899,3
"799";"2018";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";"Pomurska";15557,06
"800";"2018";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";"Posavska";15392,13
